School Giga ID,School Name,Longitude,Latitude,Education Level,Country ISO3 Code,Country Name,School Data Source
ce586b79-8d6b-34ff-a64e-bc0fbe4a06d5,HILL-TOP,28.80962562561035,-30.050384521484375,Primary,LSO,Lesotho,
581eda8e-6c75-3e45-867f-e8adc2b0b6fd,HLABATHE,28.1726131439209,-29.77256965637207,Primary,LSO,Lesotho,
c138ccda-32a9-3f27-a4fe-13587ed813a5,HLABATHE PRIMARY SCHOOL,28.162479400634766,-29.775243759155273,Primary,LSO,Lesotho,
da75896a-8e58-373c-a41e-3ea49865941f,HLAJOANE (2002),27.925493240356445,-29.072927474975586,Primary,LSO,Lesotho,
0bc7506d-9bdb-3dd7-a329-cad016611320,HLAKACHA,28.50393295288086,-28.747631072998047,Primary,LSO,Lesotho,
a0a2354b-8007-3686-9628-17a04aacd49d,HLALELE,27.413185119628906,-29.43962860107422,Secondary,LSO,Lesotho,
baeeb69f-0624-3bc7-b951-27ed88d3a3b1,HLEOHENG,28.264041900634766,-29.65855598449707,Primary,LSO,Lesotho,
45fbda19-66c0-36b8-9501-5f55f2a35e60,HLEOHENG,27.88294792175293,-28.92572784423828,Secondary,LSO,Lesotho,
ed26a535-3714-3d72-9e3f-832ec7d5c399,HLEOHENG P. SCHOOL,27.870044708251953,-28.92487144470215,Primary,LSO,Lesotho,
a155cc9c-88ce-3559-87d6-bae5b41d1868,HLOAHLOENG,28.200000762939453,-30.030000686645508,Primary,LSO,Lesotho,
6b9f9896-146e-3dea-8f50-189f1ca11262,HLOAHLOENG PRIMARY,28.1200008392334,-30.020000457763672,Primary,LSO,Lesotho,
5ddd0df1-1968-3296-9257-11a0f967cf07,HLOTSE,28.05948257446289,-28.86693572998047,Secondary,LSO,Lesotho,
00669506-6acd-323a-9945-936e801bfa9b,HLOTSE COMMUNITY PRIMARY SCHOOL,28.072444915771484,-28.87403678894043,Primary,LSO,Lesotho,
4e04b246-7e4c-3bc5-9e61-0fd5e0ba5e4c,HLOTSE LEC PRIMARY,28.04792594909668,-28.870262145996094,Primary,LSO,Lesotho,
2254aff6-df95-3d4a-8566-a26ac7ecd210,HLOTSE METHODIST PRIMARY SCHOOL,28.040863037109375,-28.86336898803711,Primary,LSO,Lesotho,
e8a25eb8-b7b7-3c8c-a56e-c7d781048569,HLOTSENYANE,27.700000762939453,-29.100000381469727,Primary,LSO,Lesotho,
926f1823-2884-374c-8708-faf87e1f6739,HOLOLO PRIMARY,28.430883407592773,-28.749120712280273,Primary,LSO,Lesotho,
936f28b5-a7e4-32bd-b1ec-f8a5d9ad0e2c,HOLY CROSS HIGH SCHOOL,27.544208526611328,-30.341785430908203,Secondary,LSO,Lesotho,
dd4d70b0-f500-3f62-bae1-9f9e3684cc53,HOLY CROSS PRIMARY,27.543285369873047,-30.3427677154541,Primary,LSO,Lesotho,
2d8c9e6c-7cbb-3914-a61f-91f68339321f,HOLY FAMILY,27.69683074951172,-29.167707443237305,Primary,LSO,Lesotho,
d50c17f5-b1d7-35a5-b7aa-1a63081167aa,HOLY FAMILY HIGH SCHOOL,27.959035873413086,-28.902099609375,Secondary,LSO,Lesotho,
0ac9e3c4-a074-34b9-b394-42a771b5949a,HOLY INFANT,27.715696334838867,-30.416250228881836,Primary,LSO,Lesotho,
8a449204-ad17-3aa5-80bb-9357aca1bf3d,HOLY INNOCENT,27.526369094848633,-29.37519073486328,Primary,LSO,Lesotho,
7106055e-6c34-32ab-8372-4ebdbda681af,HOLY NAMES,28.004430770874023,-29.025285720825195,Secondary,LSO,Lesotho,
41edbba0-04d5-3012-92e6-1029b46a4598,HOLY ROSARY,28.34568214416504,-30.081317901611328,Primary,LSO,Lesotho,
cd3ca04d-2b75-3f66-886d-7c611191a22a,HOLY TRINITY,27.693326950073242,-30.40494155883789,Secondary,LSO,Lesotho,
8b6a0645-284c-3c93-8365-ac730a15a698,HOLY TRINITY,27.690176010131836,-30.407482147216797,Primary,LSO,Lesotho,
814df6c5-ece6-3edd-b652-5e048beabd14,HOLY TRINITY RC PRIMARY SCHOOL,28.15432357788086,-28.929964065551758,Primary,LSO,Lesotho,
17092d7d-0fc5-3f9d-a621-adacd9b2a42b,HOMBANI ACL,27.640661239624023,-30.46608543395996,Primary,LSO,Lesotho,
4446d1f4-19c1-3636-af03-26c5c7980a41,HONORAT LABREQUE,27.59900665283203,-29.351343154907227,Secondary,LSO,Lesotho,
5a0e4143-2230-3d0c-8fa3-7f7cf9c75116,HOOHLO PRIMARY,27.461862564086914,-29.301908493041992,Primary,LSO,Lesotho,
8d69205a-0995-3708-8a72-d62b04707bdd,HOPE SECONDARY SCHOOL,27.299999237060547,-29.799999237060547,Secondary,LSO,Lesotho,
b008c096-3f59-3763-b987-e07cb6c82326,IHLO-LETS'O,28.906476974487305,-29.399717330932617,Primary,LSO,Lesotho,
b273b0cb-ad64-3924-b2cc-1eaf087a803d,IKAHENG,27.600000381469727,-29.399999618530273,Primary,LSO,Lesotho,
e73a258a-df2d-3497-b24f-f23ab481b51f,IKAHENG GOVT,27.600000381469727,-29.299999237060547,Secondary,LSO,Lesotho,
495470e3-8179-3d4c-9f9f-04eab9728833,IKETSETSENG,27.49973487854004,-29.323055267333984,Primary,LSO,Lesotho,
